file,unique lemmas per 100 lemmas,total lemmas
414985,48.148148148148145,324
415235,45.033112582781456,302
415597,33.24396782841823,373
415619,49.78354978354979,231
415688,43.29501915708812,261
416035,37.785016286644954,307
416304,43.604651162790695,344
416310,43.606557377049185,305
416843,33.33333333333333,492
416852,49.310344827586206,290
417007,43.292682926829265,328
417184,39.63133640552996,217
417612,30.672268907563026,476
417693,52.21238938053098,113
418189,47.0,300
418195,49.84520123839009,323
418401,34.33734939759036,332
418886,45.2887537993921,329
418921,44.0,275
419007,36.41975308641975,324
419091,37.02290076335878,262
419378,41.87725631768953,277
419475,55.4140127388535,314
419804,46.40718562874252,334
419998,40.2555910543131,313
420004,31.724137931034484,290
420012,39.48717948717949,390
420412,44.522968197879855,283
420429,35.26011560693642,346
420433,42.465753424657535,292
420620,52.88135593220339,295
421166,50.74626865671642,67
421490,50.0,168
421511,31.59722222222222,288
421519,44.37299035369775,311
421876,47.5609756097561,328
421931,33.078880407124686,393
422200,46.478873239436616,355
422296,48.66666666666667,150
422491,36.15960099750624,401
422581,42.66666666666667,300
422892,40.12738853503185,314
422921,51.329787234042556,376
423181,47.66355140186916,321
423226,38.95348837209303,344
423534,44.06779661016949,295
424217,30.446927374301673,358
424249,33.203125,256
424431,38.57566765578635,337
424444,38.06818181818182,352
424464,42.63322884012539,319
424680,43.27485380116959,171
425089,36.118598382749326,371
425198,51.96850393700787,127
425642,46.09929078014184,282
425648,45.78313253012048,332
425740,41.88790560471977,339
425849,40.88669950738916,406
425931,33.77483443708609,302
426140,33.48623853211009,218
426468,48.484848484848484,231
426666,42.435424354243544,271
426703,37.2093023255814,344
426718,42.138364779874216,318
426980,33.63636363636363,330
427021,48.724489795918366,392
427143,39.24050632911392,316
427352,45.45454545454545,341
427362,45.643153526970956,241
427400,42.492917847025495,353
427521,52.70935960591133,203
427905,49.050632911392405,316
428307,29.972752043596728,367
428625,44.70198675496689,302
428765,50.505050505050505,99
428776,44.951140065146575,307
428906,39.869281045751634,459
428945,40.15544041450777,386
429189,33.92857142857143,336
429450,44.29530201342282,298
429762,42.22873900293255,341
429993,43.225806451612904,310
430200,42.69005847953216,342
430394,37.45019920318725,251
430455,30.368098159509206,326
430691,50.688705234159784,363
431021,45.07772020725388,193
431173,40.0,345
431218,40.794223826714806,277
431463,40.22346368715084,358
431546,42.038216560509554,314
431670,46.95945945945946,296
432143,35.6234096692112,393
432308,36.71641791044776,335
432334,47.69230769230769,195
432564,39.361702127659576,376
432685,41.878172588832484,394
432857,38.42239185750636,393
433177,42.857142857142854,371
433312,41.04477611940299,268
433565,47.13114754098361,244
433754,39.908256880733944,218
434129,39.329268292682926,328
434370,38.46153846153847,429
434670,48.589341692789965,319
434851,39.6551724137931,290
434883,36.02150537634409,372
434970,34.73154362416108,596
435182,36.36363636363637,330
435434,46.36363636363636,220
435837,45.774647887323944,284
435966,53.92670157068062,191
436072,35.76158940397351,302
436274,37.61467889908257,327
436408,42.582417582417584,364
436708,39.221556886227546,334
436857,41.7910447761194,335
437121,36.25377643504532,331
437157,34.64052287581699,306
437233,40.26548672566372,452
437612,46.70846394984326,319
437802,45.614035087719294,285
437953,43.25068870523416,363
438709,44.03973509933775,302
438714,41.766109785202865,419
438842,41.19241192411924,369
439080,38.70967741935484,279
439202,39.710144927536234,345
439286,41.445783132530124,415
439332,42.22222222222222,495
439481,37.244897959183675,392
439503,48.62385321100918,218
439975,41.21212121212121,330
440853,40.476190476190474,378
440903,33.6996336996337,273
441009,40.511727078891255,469
441517,46.57039711191336,277
441556,39.3574297188755,498
441625,45.30612244897959,245
441637,51.50602409638554,332
441740,44.30769230769231,325
441812,36.52694610778443,334
441870,40.57142857142857,350
442144,36.3302752293578,545
442255,45.09283819628647,377
442475,39.07103825136612,366
442980,47.744360902255636,266
443110,45.84717607973422,301
443178,40.51282051282051,390
443311,50.36496350364964,137
443391,43.4375,320
443398,42.76729559748428,318
443496,45.07462686567164,335
443552,46.25,160
443687,45.12635379061371,277
444171,44.33249370277078,397
444588,41.37931034482759,261
444616,42.66666666666667,300
444625,44.60227272727273,352
444697,38.54545454545455,275
444819,32.08955223880597,268
445365,51.06382978723404,282
445394,51.32743362831859,113
445485,38.482384823848236,369
445532,39.550561797752806,445
446001,41.88790560471977,339
446062,41.605839416058394,274
446405,45.91836734693878,294
446447,54.19354838709678,310
446639,39.743589743589745,312
446649,40.08438818565401,237
447032,49.01960784313725,153
447693,45.744680851063826,376
447734,41.917808219178085,365
447835,41.9753086419753,405
448009,38.63636363636363,308
448248,42.22222222222222,315
448496,42.71844660194174,206
448743,53.90946502057613,243
448970,37.07865168539326,267
448988,36.11793611793612,407
449166,37.2093023255814,301
449175,33.23262839879154,331
449207,43.98148148148148,432
449267,38.23529411764706,238
449328,48.17275747508305,301
449392,47.64890282131661,319
449429,44.221105527638194,199
449477,40.05681818181818,352
449749,47.15447154471545,246
449750,41.80790960451977,354
450073,48.15950920245399,326
450144,44.48051948051948,308
450235,38.484848484848484,330
450241,55.88235294117647,102
450321,34.375,256
450359,53.89221556886228,167
450473,42.023346303501945,257
450516,48.06629834254144,181
450526,47.183098591549296,284
450770,36.11940298507463,335
450861,52.569169960474305,253
451067,53.813559322033896,236
451139,29.971181556195965,347
451339,46.0377358490566,265
451558,39.274924471299094,331
451589,42.19512195121951,410
451631,33.95348837209302,430
451733,46.37223974763407,317
451803,35.693215339233035,339
451953,49.235474006116206,327
452050,51.36612021857923,183
452402,51.07913669064749,278
452471,37.365591397849464,372
452612,38.315217391304344,368
452644,29.916897506925206,361
452775,42.857142857142854,189
452813,33.12101910828025,314
453003,42.47787610619469,339
453244,47.840531561461795,301
453358,41.77897574123989,371
453370,41.29032258064516,310
453534,47.20496894409938,322
453594,49.47735191637631,287
453893,49.60629921259843,254
453909,48.76712328767123,365
453935,40.7185628742515,334
454102,49.056603773584904,159
454685,35.52238805970149,335
454715,37.81725888324873,394
454748,36.87315634218289,339
454955,33.251231527093594,406
454958,43.80530973451327,226
454966,39.14728682170542,516
455070,38.22894168466522,463
455160,40.57507987220447,313
455221,43.604651162790695,344
455248,51.048951048951054,286
455631,46.438746438746435,351
455720,46.07843137254902,306
455835,39.39393939393939,363
455910,44.40894568690096,313
455943,41.07142857142857,336
456037,35.77405857740586,478
456255,38.963531669865645,521
456309,46.35761589403973,302
456784,46.45892351274787,353
457042,43.09210526315789,304
457148,41.56171284634761,397
457159,36.84210526315789,361
457243,30.446927374301673,358
457645,39.455782312925166,294
457819,42.72727272727273,330
457970,40.700808625336926,371
458078,40.21447721179624,373
458360,41.245136186770424,257
458919,40.61433447098976,293
458947,43.26530612244898,245
459066,40.49382716049383,405
459160,36.5,400
459270,34.78260869565217,253
459318,41.46341463414634,369
459372,43.19526627218935,338
459377,44.303797468354425,316
459627,31.750741839762615,337
459900,39.067055393586,343
459968,52.075471698113205,265
460344,45.588235294117645,204
460488,43.91891891891892,296
460516,38.929440389294406,411
460521,39.05817174515235,361
460551,47.01492537313433,268
460682,41.853035143769965,313
461132,40.821917808219176,365
461567,44.636678200692046,289
461764,48.30287206266319,383
461791,38.285714285714285,175
462058,39.701492537313435,335
462076,46.71916010498688,381
462374,38.56209150326798,306
462530,50.0,336
462973,52.09003215434084,311
462985,37.55760368663594,434
463056,48.25174825174825,286
463173,32.82208588957055,326
463227,43.619489559164734,431
463633,36.610169491525426,295
463657,55.44041450777202,193
464088,37.81818181818182,275
464217,90.9090909090909,22
464269,33.251833740831295,409
464547,50.83056478405316,301
464622,38.46153846153847,312
464641,44.54828660436137,321
464654,38.4180790960452,354
464802,40.683229813664596,322
464910,48.1651376146789,218
464971,42.59927797833935,277
465096,39.0728476821192,302
465653,45.42483660130719,306
465723,44.303797468354425,316
465959,46.08433734939759,332
466034,41.7910447761194,335
466136,36.40350877192983,228
466154,46.18834080717489,223
466186,45.12534818941504,359
466340,35.01577287066246,317
466536,33.980582524271846,515
466675,45.3968253968254,315
466872,37.16216216216216,444
467163,45.57640750670242,373
467442,44.52554744525548,274
467462,38.88888888888889,198
467644,41.03343465045592,329
467955,38.75,400
468447,39.0092879256966,323
468644,41.68564920273349,439
468995,43.95161290322581,248
469153,36.597938144329895,388
469368,35.38461538461539,325
469493,39.02439024390244,287
469521,33.68146214099217,383
469694,43.373493975903614,332
469736,54.82233502538071,197
469751,63.503649635036496,137
469767,43.84384384384384,333
469776,33.52941176470588,510
469842,40.0,140
469992,64.28571428571429,56
470249,42.30769230769231,286
470627,35.54987212276215,391
470723,33.92226148409894,283
470830,41.082802547770704,314
471184,44.44444444444444,243
471491,43.51464435146444,239
471906,40.55727554179567,323
472385,40.75342465753425,292
472927,37.38317757009346,321
473054,43.46504559270517,329
473361,42.97872340425532,235
473551,42.5414364640884,362
473771,32.93768545994065,337
474327,34.54545454545455,385
474579,47.28915662650602,332
475468,33.105802047781566,586
475475,42.81609195402299,348
475735,36.0,300
476013,32.44047619047619,336
476249,37.72727272727273,440
476573,39.91769547325103,243
476899,47.08520179372198,223
477043,41.69381107491857,307
477111,38.90675241157556,311
477516,44.75308641975309,324
477596,39.233038348082594,339
477986,43.606557377049185,305
478082,45.2914798206278,223
478090,39.42652329749104,279
478818,30.903790087463555,343
478851,31.80952380952381,525
478880,39.1566265060241,332
479359,36.075949367088604,316
479625,44.636678200692046,289
479677,40.45977011494253,435
480067,51.66051660516605,271
480130,47.66355140186916,214
480499,31.428571428571427,350
480667,50.0,256
480922,45.51495016611295,301
481045,46.74329501915709,261
481281,48.81516587677725,211
481557,46.33333333333333,300
481560,32.37410071942446,278
481652,46.73913043478261,276
481709,40.136054421768705,294
481860,34.718100890207715,337
481880,38.57677902621723,267
481984,33.6,375
482048,47.2636815920398,402
482256,41.44736842105263,304
482287,49.77777777777778,225
482407,49.26253687315634,339
482413,38.46153846153847,312
482532,43.26530612244898,245
482603,43.39622641509434,318
482686,37.82991202346041,341
482819,41.90231362467866,389
482885,36.02015113350126,397
483233,48.82943143812709,299
483399,48.25396825396825,315
483461,41.1214953271028,428
483594,33.77483443708609,302
483612,38.52813852813853,231
483654,43.624161073825505,298
483676,39.08045977011494,261
483898,32.69230769230769,312
483949,41.124260355029584,338
484026,49.29577464788733,426
484044,31.20805369127517,298
484161,29.435483870967744,248
484246,36.971830985915496,284
484288,45.151515151515156,330
484386,32.459016393442624,305
484479,50.943396226415096,265
484493,50.607287449392715,247
484663,44.166666666666664,360
484715,49.19614147909968,311
484918,36.27760252365931,317
484940,48.4375,320
485049,38.92215568862276,334
485655,31.132075471698112,318
486052,40.33898305084746,295
486326,42.75092936802974,269
486681,34.726688102893895,311
486727,44.70588235294118,340
487048,37.295081967213115,244
487073,34.726688102893895,311
487098,42.46987951807229,332
487121,48.97959183673469,196
487283,47.12041884816754,382
487338,39.20704845814978,227
487377,38.275862068965516,290
487924,31.43631436314363,369
488133,52.26130653266332,199
488207,51.86915887850467,214
488219,39.19753086419753,324
488246,35.97560975609756,328
488264,46.36678200692042,289
488388,36.474164133738604,329
488490,43.91891891891892,296
488721,33.19587628865979,485
489201,33.57843137254902,408
489759,37.77239709443099,413
489763,35.9504132231405,242
489857,37.5,376
490274,45.65217391304348,230
490710,30.81761006289308,318
490822,54.268292682926834,164
490982,41.17647058823529,204
491044,47.24409448818898,254
491237,39.93055555555556,288
491487,46.64536741214057,313
491519,49.46236559139785,186
491578,44.28223844282238,411
491679,33.42245989304813,374
491698,47.368421052631575,247
491733,46.42857142857143,280
491742,41.875,320
491823,42.278481012658226,395
491947,40.48913043478261,368
492022,40.55118110236221,254
492111,40.92409240924093,303
492113,40.74074074074074,297
492360,35.80645161290323,310
492740,39.46488294314381,299
492979,46.51162790697674,301
493020,35.54913294797688,346
493167,42.67015706806283,382
493293,47.03703703703704,270
493371,34.76923076923077,325
494164,43.35664335664335,286
494224,57.6036866359447,217
494378,46.830265848670756,489
494614,50.378787878787875,264
494639,33.33333333333333,327
494739,43.71980676328502,414
494841,41.02564102564102,351
494906,39.20792079207921,505
494935,46.39498432601881,319
495068,48.36065573770492,366
495243,38.58695652173913,368
495254,37.53846153846154,325
495532,41.265060240963855,332
495746,40.909090909090914,264
495844,55.41125541125541,231
495859,38.57566765578635,337
496088,36.734693877551024,343
496434,40.11299435028249,354
496858,38.15384615384615,325
496928,57.14285714285714,126
497082,36.36363636363637,286
497709,55.68181818181818,176
497916,35.20710059171598,338
498108,35.6,250
498179,40.863787375415285,301
498195,36.887608069164266,347
498470,37.60445682451253,359
498477,47.58064516129033,124
498663,38.53820598006645,301
498880,46.808510638297875,188
498954,38.46153846153847,260
498969,47.8134110787172,343
499380,47.55244755244755,143
499483,42.7906976744186,215
500492,35.86206896551724,290
500691,34.105960264900666,302
500948,39.261744966442954,298
501161,32.857142857142854,420
501218,42.11886304909561,387
501459,33.14447592067989,353
501557,53.72168284789643,309
501876,38.46153846153847,312
502263,38.82783882783883,273
502380,46.96969696969697,330
502460,31.79190751445087,346
502711,43.82470119521912,251
502814,46.06299212598425,254
503106,41.86046511627907,301
503222,34.42622950819672,366
503407,46.2046204620462,303
503439,37.3134328358209,402
503523,51.569506726457405,223
503634,39.64497041420118,338
503814,41.57303370786517,356
504053,33.23170731707317,328
504101,48.4593837535014,357
504192,38.33718244803695,433
504313,33.62068965517241,232
504443,30.555555555555557,396
504656,50.224215246636774,223
504729,42.17171717171717,396
504902,40.19607843137255,306
505053,44.24460431654676,278
505064,42.49084249084249,273
505321,47.85992217898833,257
505538,40.849673202614376,306
505711,42.8,250
505764,63.07692307692307,65
506052,37.6271186440678,295
506304,51.35135135135135,148
506403,39.04382470119522,251
507175,36.59942363112392,347
507197,55.42168674698795,166
507349,42.71844660194174,309
507596,27.27272727272727,297
507926,43.87096774193549,310
508105,34.2560553633218,289
508121,39.26940639269406,219
508129,50.98039215686274,153
508583,35.92233009708738,412
508658,43.203883495145625,206
508901,37.6770538243626,353
508915,32.6530612244898,343
509013,47.07903780068728,291
509301,35.57692307692308,208
509529,44.71299093655589,331
509535,47.926267281105986,217
509700,36.76470588235294,340
510297,37.32590529247911,359
510549,30.376940133037696,451
511331,39.666666666666664,300
511340,36.027713625866056,433
511486,42.63322884012539,319
511561,43.728813559322035,295
511564,43.386243386243386,378
511819,42.04081632653061,245
511877,57.14285714285714,217
511900,43.07692307692308,260
512079,39.60674157303371,356
512080,44.642857142857146,224
512114,37.41935483870968,310
513454,50.86206896551724,116
513489,42.17557251908397,524
513615,38.550724637681164,345
513920,38.39009287925697,323
513986,50.77720207253886,193
514176,58.86524822695035,141
514770,39.38461538461539,325
514777,42.77929155313351,367
515283,30.3951367781155,329
515308,48.36363636363637,275
515427,37.16577540106952,374
515895,36.81462140992167,383
516023,42.89544235924933,373
516153,36.50190114068441,263
516491,37.83783783783784,296
516497,33.409090909090914,440
517050,47.53363228699551,223
517402,43.80165289256198,363
517446,43.11594202898551,276
517456,52.57142857142857,175
517530,35.37234042553192,376
517652,52.34375,256
518504,39.44099378881988,322
518538,39.50617283950617,243
518616,43.88297872340425,376
518705,43.037974683544306,395
518734,35.886214442013134,457
518815,43.604651162790695,344
518852,37.905236907730675,401
519270,50.32258064516129,155
519307,41.7910447761194,268
519398,49.84615384615385,325
519723,40.121580547112465,329
519762,43.15789473684211,285
520011,33.42857142857143,350
520274,49.185667752442995,307
520388,62.913907284768214,151
520474,42.032967032967036,364
520556,46.440677966101696,295
520764,33.65617433414044,413
520781,43.29896907216495,291
521027,39.701492537313435,335
521150,44.412607449856736,349
521295,49.056603773584904,212
521806,45.588235294117645,340
521976,38.48396501457726,343
521981,39.0625,320
522019,32.97872340425532,282
522069,32.8125,320
522146,37.389380530973455,452
522501,40.61538461538461,325
522686,41.80327868852459,366
523025,53.2608695652174,184
523090,32.476635514018696,428
523119,44.55128205128205,312
523299,44.11764705882353,238
523338,33.78378378378378,370
523617,42.679127725856695,321
523657,42.857142857142854,301
524017,40.78014184397163,282
524381,44.61538461538462,325
524528,31.69642857142857,448
524565,45.51282051282051,156
524599,47.55700325732899,307
524906,46.017699115044245,226
525150,37.57225433526011,346
525177,44.49244060475162,463
525210,44.72361809045226,199
525411,38.79781420765027,366
525462,37.54045307443366,309
525628,43.682310469314075,277
525693,35.04273504273504,351
525748,32.55813953488372,387
525771,39.49843260188088,319
526195,35.24590163934426,366
526208,40.87591240875913,274
526315,28.753993610223645,313
526397,42.46031746031746,252
526827,63.33333333333333,90
526869,40.074906367041194,267
527047,34.790528233151186,549
527085,36.092715231788084,302
527259,43.38028169014084,355
527360,42.71844660194174,309
527363,45.86206896551724,290
527417,46.913580246913575,324
527476,37.77777777777778,270
527830,37.5,352
527904,42.90322580645161,310
527911,35.21594684385382,301
527970,42.90220820189275,317
528099,44.44444444444444,279
528240,43.61702127659575,282
528462,37.74104683195592,363
528486,50.595238095238095,336
528546,51.38339920948617,253
528726,44.0,225
528799,36.15819209039548,354
529291,37.9746835443038,395
529334,46.45892351274787,353
529504,41.48936170212766,282
529930,49.39759036144578,249
529950,45.744680851063826,282
530123,48.51485148514851,303
530165,38.27751196172249,418
530268,42.22873900293255,341
530276,41.56378600823045,243
530281,42.27642276422765,369
530482,49.549549549549546,333
531144,30.033003300330037,303
531242,40.643274853801174,342
531640,46.75324675324675,231
531960,33.54037267080746,322
532097,46.012269938650306,326
532200,42.57425742574257,303
532892,39.743589743589745,312
532998,36.12903225806451,310
533016,45.45454545454545,165
533334,40.836012861736336,311
533407,55.45454545454545,220
533875,41.83673469387755,294
534254,46.49532710280374,428
534592,32.31939163498099,263
534637,41.45454545454545,275
534864,41.19496855345912,318
534908,41.28686327077748,373
535006,33.75,320
535048,29.073482428115017,313
535090,44.74708171206226,257
535535,34.074074074074076,270
535548,40.44444444444444,450
535556,45.6,250
535573,36.666666666666664,300
535832,30.59490084985836,353
536152,33.54037267080746,322
536263,45.26315789473684,380
536353,29.362880886426595,361
536417,39.22077922077922,385
536449,43.31983805668016,247
536679,48.1283422459893,187
536883,44.36860068259386,293
536899,47.04370179948586,389
537063,32.59803921568628,408
537067,45.6953642384106,302
537084,33.1096196868009,447
537232,40.7563025210084,238
537366,44.28044280442804,271
537398,42.96875,256
537737,37.45704467353952,291
538257,45.25547445255474,274
538270,36.0,300
538400,44.72727272727273,275
538667,43.97394136807817,307
538983,50.0,128
539289,28.297362110311752,417
539713,45.54865424430642,483
539885,42.586750788643535,317
539955,48.06763285024155,414
540393,50.4885993485342,307
540679,48.529411764705884,136
540886,53.28185328185329,259
540998,44.4043321299639,277
541271,38.35227272727273,352
541420,46.766169154228855,201
541449,44.986449864498645,369
541495,43.896103896103895,385
541497,37.08791208791209,364
541505,43.290043290043286,231
541783,43.08681672025724,311
541990,45.051194539249146,293
541994,45.20547945205479,292
542118,34.74025974025974,308
542173,48.99598393574297,249
542308,53.97727272727273,352
542386,35.57213930348259,402
542462,37.58389261744966,447
542477,49.01960784313725,255
542946,39.67213114754099,305
542980,45.54455445544555,202
543170,40.0,360
543465,41.157556270096464,311
543615,39.40217391304348,368
544152,42.70833333333333,192
544185,48.837209302325576,301
544311,31.34715025906736,386
544370,45.909090909090914,220
544484,43.344709897610926,293
544573,32.689210950080515,621
544925,42.96296296296296,270
545760,39.10614525139665,358
546010,44.20062695924764,319
546031,49.83388704318937,301
546070,39.825581395348834,344
546354,48.13278008298755,241
546569,41.568627450980394,510
546758,42.211055276381906,398
546842,40.921409214092144,369
546865,39.94334277620396,353
546929,33.82789317507419,337
547114,37.6271186440678,295
547293,39.55696202531646,316
547595,46.557377049180324,305
547927,37.534246575342465,365
548176,39.57446808510638,235
548465,39.053254437869825,338
548695,36.87707641196013,301
548894,42.51497005988024,334
549045,51.7948717948718,195
549145,46.07843137254902,306
549281,48.3974358974359,312
549461,40.285714285714285,350
549466,39.688715953307394,257
549479,50.9375,320
549480,44.106463878327,263
549586,47.924528301886795,265
549646,37.38601823708207,329
549793,35.77981651376147,218
550108,39.568345323741006,278
550188,39.83739837398374,246
550340,39.35483870967742,310
550646,44.3579766536965,257
550913,46.917808219178085,292
551082,49.83277591973244,299
551177,37.98449612403101,387
551371,46.71280276816609,289
551410,37.68115942028986,345
551729,39.56043956043956,364
551815,41.5929203539823,339
551818,45.659163987138264,311
551840,33.75,320
552202,40.939597315436245,298
552307,40.57142857142857,350
552561,35.87570621468927,354
552573,35.175879396984925,597
552662,38.94736842105263,285
552796,41.00294985250738,339
553639,38.50267379679144,374
553870,35.947712418300654,306
553903,42.922374429223744,219
553996,48.297213622291025,323
554177,50.0,228
554410,41.75084175084175,297
554632,36.02693602693603,297
554687,33.03834808259587,339
554713,46.24505928853755,253
554731,30.959752321981426,323
554740,42.911877394636015,261
555243,52.071005917159766,169
555562,49.84615384615385,325
555690,55.12820512820513,78
555875,39.07103825136612,366
556131,42.679127725856695,321
556175,41.69491525423729,295
556177,39.44099378881988,322
556295,43.49112426035503,338
556350,57.21925133689839,187
556784,44.95677233429395,347
556922,68.11594202898551,69
557257,50.0,304
557530,42.05882352941177,340
557628,35.73667711598746,319
558130,45.1219512195122,246
558258,30.491803278688522,305
558418,56.060606060606055,132
558426,43.36569579288026,309
558427,42.9042904290429,303
558522,34.417344173441734,369
558590,37.34939759036144,332
558697,45.1219512195122,246
559207,45.530726256983236,358
559209,52.75590551181102,254
559574,42.46987951807229,332
559741,34.77218225419664,417
559857,29.815303430079155,379
559999,31.11111111111111,540
560346,37.295081967213115,244
560599,41.43646408839779,362
560602,45.819397993311036,299
560605,31.864406779661014,295
560660,48.67724867724868,189
560801,32.67326732673268,303
560841,36.02015113350126,397
561155,46.440677966101696,295
561169,37.77089783281733,323
561433,41.08527131782946,258
561596,39.77272727272727,352
561845,44.656488549618324,262
561849,43.46895074946467,467
562635,33.710407239819006,442
562687,41.917808219178085,365
562797,47.82608695652174,207
562823,53.84615384615385,130
562899,48.70967741935484,310
562974,35.19163763066202,287
563276,37.714285714285715,350
563460,40.0,225
563622,38.52459016393443,244
563838,44.16243654822335,394
564474,35.733333333333334,375
564761,41.409691629955944,227
564826,39.202657807308974,301
565208,33.98692810457516,306
565264,37.577639751552795,322
566002,45.0,260
566019,45.76271186440678,295
566152,41.15308151093439,503
566155,44.61077844311377,334
566419,39.729729729729726,370
566458,38.387096774193544,310
566500,33.52272727272727,176
566977,31.045751633986928,306
567278,28.160919540229884,348
567340,33.89355742296919,357
567505,39.44444444444444,360
567512,42.10526315789473,342
567637,40.56603773584906,318
567945,37.68115942028986,276
568012,40.65656565656566,396
568378,37.696335078534034,382
568913,47.33542319749217,319
568928,40.98360655737705,366
569034,35.16483516483517,273
569140,44.62540716612378,307
569366,33.04093567251462,342
569370,35.37906137184115,277
569387,42.10526315789473,190
569552,44.0,375
569914,47.31543624161073,298
570179,34.11764705882353,340
570296,34.85714285714286,350
570409,37.32394366197183,284
570653,39.455782312925166,294
570749,41.61073825503356,298
571261,40.397350993377486,302
571475,44.93392070484582,227
571494,41.21621621621622,148
571580,50.427350427350426,234
571680,41.40127388535032,314
571824,38.148148148148145,270
572200,38.68852459016394,305
572315,38.72053872053872,297
572429,54.01459854014598,274
572467,48.821548821548824,297
572567,39.308176100628934,318
573151,47.129909365558916,331
573176,38.4393063583815,346
573227,54.106280193236714,207
573280,39.91228070175439,228
573567,33.91812865497076,342
573573,39.61748633879781,366
573624,34.42622950819672,366
573691,46.56488549618321,131
573794,44.26229508196721,305
573895,42.32081911262799,293
574049,47.84172661870504,278
574050,27.127659574468083,376
574079,46.68587896253602,347
574099,39.61748633879781,366
574231,47.82608695652174,345
574279,36.333333333333336,300
574427,33.90243902439025,410
574440,50.20746887966805,241
574597,37.735849056603776,371
574771,36.554621848739494,238
574987,34.80825958702065,339
575457,48.01324503311258,302
575615,43.278688524590166,305
576269,40.97859327217125,327
576816,52.40384615384615,208
576898,48.99328859060403,149
577020,45.0354609929078,282
577079,41.75438596491228,285
577644,35.35353535353536,297
577658,29.528535980148884,403
577702,42.675159235668794,314
577738,39.49579831932773,357
577985,42.30769230769231,312
578238,50.89285714285714,112
578279,28.96995708154507,466
578298,41.089108910891085,202
578415,34.883720930232556,301
578558,38.90675241157556,311
578845,43.54838709677419,372
578975,35.43543543543544,333
579050,56.09756097560976,82
579144,45.63106796116505,309
579233,38.961038961038966,308
579464,33.691756272401435,279
579575,42.50764525993883,327
579792,44.83775811209439,339
579806,43.08681672025724,311
579810,45.97701149425287,348
580138,36.809815950920246,326
580713,49.843260188087775,319
580944,52.38095238095239,231
580962,39.366515837104075,221
581215,38.05031446540881,318
581396,42.813455657492355,327
581586,36.45161290322581,310
581789,36.0,325
582057,45.559845559845556,259
582067,42.08955223880597,335
582576,45.614035087719294,342
582854,40.0,290
582988,41.2037037037037,216
583266,58.620689655172406,87
583299,38.25301204819277,332
583358,46.0,400
583558,41.04938271604938,324
583632,44.48398576512456,281
583681,42.35294117647059,340
583877,48.63945578231292,294
583905,43.542435424354245,271
584400,43.08681672025724,311
584412,50.331125827814574,151
584480,42.241379310344826,348
584486,43.47826086956522,276
584913,35.69739952718676,423
584931,42.028985507246375,207
584940,34.35374149659864,294
585003,36.46112600536193,373
585039,42.513368983957214,374
585181,33.177570093457945,428
585555,36.246786632390744,389
585777,46.5625,320
585954,60.824742268041234,97
585957,45.67164179104478,335
586047,37.826086956521735,460
586048,32.52595155709342,289
586292,40.7185628742515,334
586339,42.77108433734939,332
586583,44.70588235294118,170
586711,45.353159851301115,269
586861,38.41463414634146,328
586874,34.55497382198953,382
587034,41.0,300
587212,45.723684210526315,304
587861,43.11377245508982,334
588147,37.93103448275862,319
588149,48.38709677419355,217
588160,36.904761904761905,420
588161,44.63414634146341,410
588664,39.70223325062035,403
588800,33.850129198966414,387
588974,36.0,200
589124,36.53846153846153,312
589218,36.01286173633441,311
589231,48.84488448844885,303
589458,55.55555555555556,153
589554,42.857142857142854,462
589665,29.245283018867923,318
589902,38.44086021505376,372
590732,53.84615384615385,260
590774,40.21276595744681,470
591199,50.373134328358205,268
591239,35.775862068965516,232
591260,47.23127035830619,307
591457,41.901408450704224,284
591481,36.19047619047619,420
592465,58.54700854700855,234
592652,63.013698630136986,73
592760,43.606557377049185,305
592943,48.285714285714285,350
592946,48.4641638225256,293
593023,36.2962962962963,405
593025,35.39518900343643,291
593140,46.37223974763407,317
593292,38.929440389294406,411
593451,35.25179856115108,278
594107,46.590909090909086,264
594483,32.08430913348946,427
594490,41.644562334217504,377
594557,40.0,295
594758,50.9493670886076,316
594845,32.64781491002571,389
594970,39.037433155080215,374
594991,36.885245901639344,366
595072,40.572792362768496,419
595315,32.29166666666667,288
595494,33.89261744966443,298
595507,38.05031446540881,318
596040,42.05607476635514,535
596458,48.02431610942249,329
596882,40.24767801857585,323
597186,41.32231404958678,363
597282,38.291139240506325,316
597397,34.375,416
597558,38.311688311688314,308
597582,44.23676012461059,321
597753,45.431472081218274,394
597948,45.94594594594595,148
598259,35.57046979865772,298
598381,44.1747572815534,206
598606,28.915662650602407,332
598709,46.613545816733065,251
598747,50.0,290
599038,46.774193548387096,372
599298,34.7972972972973,296
599447,31.372549019607842,306
599487,42.90780141843972,282
599905,50.70821529745042,353
600042,39.004149377593365,241
600252,42.59818731117825,331
600308,44.55128205128205,312
600607,40.61032863849765,426
600651,40.123456790123456,324
600840,33.095238095238095,420
600908,44.41087613293052,331
600948,31.06796116504854,309
601031,36.36363636363637,242
601155,36.206896551724135,232
601228,35.44668587896253,347
601537,37.784090909090914,352
601700,45.09090909090909,275
602294,42.471042471042466,259
602602,46.73913043478261,276
602777,44.074074074074076,270
603015,52.56410256410257,312
603127,33.714285714285715,350
603150,43.69747899159664,357
603420,34.504792332268366,313
603456,42.296072507552864,331
603462,48.96755162241888,339
603531,52.23367697594502,291
603888,34.82142857142857,336
604075,38.79781420765027,366
604241,40.058479532163744,342
604328,39.784946236559136,465
