file,paragraph count,sentences per paragraph,words per paragraph,characters per paragraph 
397946,4,5.5,87.75,351.5
398173,4,3.75,80.25,374.75
398252,5,3.4,68.2,308.2
398389,4,4.0,73.0,293.25
399124,1,7.0,81.0,358.0
399129,7,2.2857142857142856,49.857142857142854,243.14285714285714
399146,5,2.8,75.0,361.2
399602,4,2.5,75.0,273.5
399603,4,4.25,122.25,511.25
399722,5,3.6,81.0,339.6
399980,5,2.4,72.8,294.0
400278,6,2.5,64.33333333333333,250.66666666666666
400381,6,4.166666666666667,97.16666666666667,407.6666666666667
400855,4,7.75,144.75,606.0
401083,4,3.75,94.75,404.0
401099,6,2.8333333333333335,79.33333333333333,320.3333333333333
401540,3,3.0,56.0,221.66666666666666
401796,6,2.3333333333333335,56.166666666666664,251.5
401885,5,2.2,50.0,184.8
402483,5,1.2,38.0,167.4
402490,4,4.75,91.0,425.25
402513,5,3.6,70.6,311.6
402915,5,4.0,66.4,269.0
402994,6,3.1666666666666665,66.0,284.3333333333333
403246,4,3.75,60.75,265.25
403270,5,4.8,68.0,277.8
403388,6,4.5,70.0,253.66666666666666
403467,5,3.4,58.4,259.0
403474,2,8.0,142.0,642.0
403577,4,4.75,100.75,440.25
403843,4,4.75,90.25,407.75
403847,4,5.0,112.25,424.75
404436,4,4.75,77.0,339.75
404514,12,2.75,28.333333333333332,116.66666666666667
404521,4,2.0,55.0,242.5
404698,3,1.3333333333333333,102.66666666666667,429.3333333333333
404786,3,4.666666666666667,105.33333333333333,456.6666666666667
404980,6,3.5,57.0,241.5
405309,1,28.0,471.0,2154.0
405349,7,2.4285714285714284,46.857142857142854,187.57142857142858
405403,6,3.3333333333333335,65.66666666666667,268.5
405894,4,2.75,70.5,274.25
406028,5,5.0,69.6,308.0
406669,7,1.8571428571428572,51.142857142857146,191.42857142857142
406878,4,3.5,72.0,341.5
406887,4,4.25,109.0,466.0
406896,4,1.0,62.75,283.75
407133,4,2.5,86.0,372.5
407145,8,2.875,67.0,277.75
407489,4,3.5,85.25,372.75
407820,5,2.4,53.8,208.4
408242,1,15.0,340.0,1448.0
408400,4,4.5,100.0,399.5
408780,3,3.3333333333333335,61.333333333333336,272.0
408785,2,9.5,206.0,862.0
408794,4,4.0,78.25,347.5
408838,4,5.25,104.75,442.75
408839,5,5.0,81.0,351.8
409056,5,3.2,65.4,276.0
409501,7,1.4285714285714286,45.42857142857143,180.14285714285714
409695,5,3.0,54.8,211.0
409809,2,4.5,74.5,299.0
409820,5,2.4,48.4,203.8
410050,4,5.0,78.25,315.5
410323,5,4.4,62.8,239.4
410537,1,3.0,28.0,117.0
410702,5,2.8,64.4,263.8
410790,3,5.0,108.66666666666667,506.3333333333333
410805,5,1.6,48.6,207.2
410900,4,5.25,66.5,272.75
410922,4,6.0,81.25,343.25
410984,4,2.75,81.0,350.75
411135,1,20.0,345.0,1461.0
412083,5,3.4,67.2,291.2
412197,6,4.166666666666667,70.0,267.6666666666667
412217,4,2.5,58.0,245.75
412357,4,3.25,92.25,405.5
412447,4,5.75,103.75,426.0
412566,4,4.25,66.0,266.75
412744,7,1.1428571428571428,51.285714285714285,238.0
412900,6,2.1666666666666665,56.666666666666664,249.66666666666666
413301,4,5.25,96.25,396.25
413422,4,6.0,100.75,392.0
413722,3,7.0,157.33333333333334,658.6666666666666
413744,5,3.4,78.6,345.8
413824,6,3.3333333333333335,64.5,258.0
414228,6,2.1666666666666665,121.33333333333333,469.8333333333333
414297,4,7.0,117.5,455.25
414694,5,2.4,65.8,275.0
414760,6,3.3333333333333335,60.166666666666664,251.5
414977,3,5.0,146.33333333333334,605.6666666666666
414985,6,1.6666666666666667,56.166666666666664,225.83333333333334
415235,4,3.0,80.75,356.0
415597,5,6.2,86.0,356.4
415619,4,4.75,65.25,290.25
415688,6,1.0,47.5,183.0
416035,4,4.5,86.75,339.25
416304,5,3.6,76.6,328.8
416310,4,4.25,83.75,357.25
416843,5,4.8,109.2,466.4
416852,3,5.333333333333333,110.0,448.0
417007,5,3.4,71.8,313.0
417184,4,2.5,60.25,239.75
417612,6,4.5,89.66666666666667,409.0
417693,3,4.0,42.333333333333336,184.33333333333334
418189,4,3.5,82.75,379.75
418195,7,2.2857142857142856,50.857142857142854,238.0
418401,4,4.75,93.75,355.5
418886,4,4.5,90.0,383.25
418921,5,2.8,61.4,273.6
419007,4,4.25,91.25,358.5
419091,5,3.2,59.2,230.0
419378,5,2.2,61.8,265.0
419475,5,4.4,70.0,319.0
419804,5,2.8,71.6,336.6
419998,5,3.4,69.0,287.8
420004,8,2.875,39.875,171.875
420012,5,3.8,84.4,352.8
420412,5,2.8,62.8,258.0
420429,1,15.0,383.0,1581.0
420433,7,2.7142857142857144,47.57142857142857,210.57142857142858
420620,3,6.0,111.0,496.0
421166,1,6.0,76.0,279.0
421490,3,2.3333333333333335,61.666666666666664,259.0
421511,4,3.75,81.0,325.0
421519,3,3.3333333333333335,109.66666666666667,452.6666666666667
421876,5,3.8,72.8,313.6
421931,4,4.25,103.0,429.0
422200,4,5.0,100.0,441.0
422296,1,1.0,152.0,688.0
422491,4,4.75,114.0,430.0
422581,4,3.25,88.25,342.0
422892,5,2.0,66.0,273.4
422921,3,5.666666666666667,140.0,573.0
423181,5,3.4,71.0,314.6
423226,6,3.0,64.33333333333333,293.8333333333333
423534,5,5.4,68.6,259.0
424217,4,4.75,95.5,373.0
424249,4,3.5,74.25,327.75
424431,6,2.3333333333333335,62.166666666666664,239.33333333333334
424444,5,4.2,76.2,333.8
424464,5,4.2,71.4,287.6
424680,3,4.666666666666667,63.333333333333336,276.3333333333333
425089,6,1.0,70.5,318.0
425198,2,5.0,77.5,322.0
425642,4,3.0,74.75,302.0
425648,5,2.6,76.0,346.8
425740,3,5.666666666666667,125.0,543.0
425849,1,9.0,446.0,1695.0
425931,4,4.25,84.75,329.5
426140,4,2.75,59.5,239.5
426468,4,1.75,64.75,272.5
426666,5,2.6,59.8,232.8
426703,5,4.8,74.6,306.2
426718,5,3.8,70.4,310.0
426980,5,3.4,72.2,289.0
427021,8,3.125,53.875,250.625
427143,7,1.8571428571428572,48.285714285714285,196.57142857142858
427352,5,2.6,73.2,333.0
427362,4,2.75,64.0,268.0
427400,6,4.333333333333333,66.5,274.6666666666667
427521,3,5.333333333333333,76.66666666666667,337.6666666666667
427905,3,5.666666666666667,115.33333333333333,493.0
428307,5,4.2,78.2,289.6
428625,4,3.75,84.0,339.75
428765,1,5.0,109.0,478.0
428776,4,5.0,84.75,354.75
428906,5,4.2,100.2,443.8
428945,4,4.25,103.25,447.75
429189,5,4.0,72.8,305.6
429450,4,2.25,79.5,351.5
429762,5,4.0,75.0,292.6
429993,5,4.8,69.2,267.0
430200,4,5.25,95.0,377.75
430394,4,3.25,68.5,236.0
430455,6,1.8333333333333333,58.666666666666664,241.66666666666666
430691,8,2.125,50.25,203.625
431021,4,3.25,53.75,207.0
431173,5,3.6,73.4,296.4
431218,5,2.0,60.6,243.4
431463,5,3.2,78.0,326.2
431546,4,3.5,88.75,370.75
431670,4,4.25,82.0,343.25
432143,4,4.75,108.25,477.0
432308,4,4.25,90.75,370.5
432334,3,4.333333333333333,74.66666666666667,298.6666666666667
432564,3,7.666666666666667,138.66666666666666,567.0
432685,6,3.0,73.66666666666667,293.0
432857,1,25.0,451.0,1827.0
433177,6,3.3333333333333335,71.66666666666667,290.0
433312,4,3.5,72.75,321.5
433565,2,5.5,136.0,619.0
433754,3,7.0,83.66666666666667,326.3333333333333
434129,3,6.333333333333333,121.33333333333333,480.6666666666667
434370,5,3.2,90.6,399.2
434670,7,2.142857142857143,49.857142857142854,203.28571428571428
434851,4,3.25,79.5,295.75
434883,1,12.0,410.0,1672.0
434970,5,4.8,130.8,525.2
435182,4,4.25,89.5,361.5
435434,4,3.25,61.25,267.25
435837,3,5.666666666666667,106.66666666666667,466.3333333333333
435966,4,3.0,52.25,233.5
436072,5,3.2,67.8,265.2
436274,5,3.2,71.2,306.2
436408,8,2.0,49.875,216.625
436708,2,8.5,185.5,774.5
436857,5,3.8,73.6,309.4
437121,3,4.0,116.66666666666667,444.3333333333333
437157,3,6.666666666666667,112.0,469.3333333333333
437233,4,5.5,125.75,552.25
437612,5,3.2,68.8,289.4
437802,6,2.5,52.833333333333336,212.33333333333334
437953,6,3.3333333333333335,69.83333333333333,310.5
438709,4,2.5,77.75,330.5
438714,6,2.3333333333333335,74.83333333333333,340.3333333333333
438842,4,4.25,99.5,429.25
439080,4,5.5,79.5,314.0
439202,5,3.8,76.2,334.8
439286,5,5.4,91.2,375.6
439332,4,4.0,131.75,598.25
439481,5,4.0,83.2,374.0
439503,3,3.0,79.0,315.3333333333333
439975,7,1.7142857142857142,52.42857142857143,225.42857142857142
440853,4,4.0,105.25,405.5
440903,1,16.0,300.0,1136.0
441009,6,4.666666666666667,87.16666666666667,359.0
441517,1,11.0,309.0,1388.0
441556,4,7.25,140.25,640.5
441625,3,3.6666666666666665,88.0,358.0
441637,6,2.0,61.833333333333336,275.8333333333333
441740,4,5.0,89.75,366.0
441812,5,3.0,71.0,290.8
441870,5,3.0,77.0,320.8
442144,6,3.6666666666666665,101.83333333333333,421.8333333333333
442255,7,3.0,61.57142857142857,250.28571428571428
442475,5,2.8,78.8,346.6
442980,4,4.0,72.5,337.25
443110,5,4.0,67.8,266.8
443178,6,4.833333333333333,73.83333333333333,284.5
443311,2,4.0,75.0,267.0
443391,4,4.0,91.5,376.75
443398,4,3.75,86.75,367.75
443496,5,3.4,71.8,316.8
443552,4,1.5,43.5,168.5
443687,5,2.2,59.6,249.8
444171,4,4.0,110.0,459.5
444588,4,3.25,72.0,314.5
444616,5,2.4,64.4,296.2
444625,4,4.5,93.75,389.75
444697,4,5.25,77.75,297.25
444819,6,1.8333333333333333,48.333333333333336,202.83333333333334
445365,5,1.4,61.8,284.0
445394,1,8.0,126.0,537.0
445485,5,1.8,82.0,318.2
445532,4,8.25,124.0,510.25
446001,5,2.8,71.0,328.8
446062,4,5.0,74.75,297.25
446405,7,3.142857142857143,45.857142857142854,213.57142857142858
446447,2,7.5,163.0,758.5
446639,5,4.6,69.2,322.6
446649,2,5.0,131.0,537.5
447032,6,2.3333333333333335,29.333333333333332,118.33333333333333
447693,5,3.0,86.6,366.0
447734,6,3.6666666666666665,67.0,281.6666666666667
447835,4,4.5,112.0,486.5
448009,4,4.0,82.5,369.0
448248,4,4.0,86.0,360.0
448496,4,3.75,58.0,256.5
448743,5,2.6,54.6,239.8
448970,6,3.5,49.666666666666664,212.16666666666666
448988,8,3.25,57.625,246.875
449166,4,4.0,84.5,353.0
449175,5,2.8,72.0,285.2
449207,5,4.0,96.0,431.2
449267,4,3.75,69.0,236.25
449328,5,4.4,67.8,271.6
449392,4,3.5,87.0,408.5
449429,3,4.666666666666667,74.33333333333333,329.3333333333333
449477,1,14.0,385.0,1619.0
449749,6,3.1666666666666665,49.666666666666664,206.66666666666666
449750,5,5.2,78.8,332.8
450073,4,3.5,88.75,385.75
450144,7,2.142857142857143,47.57142857142857,200.14285714285714
450235,5,3.6,71.0,318.2
450241,1,7.0,115.0,459.0
450321,4,2.75,71.0,264.5
450359,2,4.0,96.5,397.5
450473,4,4.25,69.0,306.75
450516,3,4.666666666666667,67.0,274.6666666666667
450526,4,5.25,81.25,358.5
450770,6,2.3333333333333335,60.333333333333336,255.83333333333334
450861,4,4.5,70.75,303.75
451067,5,3.2,53.0,231.8
451139,4,3.5,96.25,402.0
451339,5,2.0,58.2,237.6
451558,7,2.7142857142857144,51.42857142857143,191.0
451589,5,3.6,87.4,354.6
451631,7,2.4285714285714284,65.28571428571429,288.57142857142856
451733,5,2.0,73.0,302.0
451803,6,2.5,62.666666666666664,259.1666666666667
451953,5,2.8,74.4,339.6
452050,2,4.5,106.0,411.5
452402,2,6.0,158.0,670.5
452471,4,5.0,101.75,486.0
452612,7,2.142857142857143,57.142857142857146,232.57142857142858
452644,4,4.75,97.75,393.0
452775,4,2.5,52.25,211.25
452813,1,10.0,335.0,1202.0
453003,5,4.2,74.6,314.6
453244,5,2.4,65.4,271.4
453358,5,3.6,85.0,328.2
453370,4,3.75,86.5,364.0
453534,4,4.5,89.0,386.25
453594,6,2.6666666666666665,55.5,244.0
453893,5,3.6,57.2,231.8
453909,5,3.6,81.2,393.4
453935,5,4.8,76.6,298.8
454102,4,3.0,44.0,171.25
454685,6,3.6666666666666665,63.666666666666664,262.3333333333333
454715,6,2.3333333333333335,70.16666666666667,301.6666666666667
454748,1,12.0,372.0,1638.0
454955,6,4.166666666666667,74.33333333333333,303.6666666666667
454958,4,2.75,61.25,256.0
454966,5,4.4,110.8,487.4
455070,4,4.75,126.0,528.0
455160,5,2.8,69.8,300.8
455221,4,4.5,96.5,394.25
455248,6,2.5,52.666666666666664,233.66666666666666
455631,4,5.25,97.75,430.0
455720,2,8.5,178.0,703.5
455835,5,5.0,83.8,345.8
455910,4,5.25,87.0,387.5
455943,4,4.5,92.75,375.5
456037,2,2.0,272.5,1019.5
456255,5,4.2,113.8,504.8
456309,4,3.75,81.25,351.25
456784,6,2.5,65.66666666666667,280.6666666666667
457042,3,5.0,110.0,474.6666666666667
457148,4,5.25,106.0,459.5
457159,5,4.6,81.8,317.2
457243,5,6.0,81.0,298.6
457645,4,5.25,83.5,363.5
457819,4,4.75,90.75,367.25
457970,3,7.333333333333333,138.66666666666666,555.0
458078,5,4.4,82.8,338.2
458360,5,3.6,58.0,254.4
458919,4,5.0,80.75,328.25
458947,4,3.25,65.0,284.0
459066,8,2.625,59.125,231.0
459160,4,3.25,109.5,470.75
459270,4,5.0,71.75,323.25
459318,8,2.875,50.125,209.25
459372,2,6.0,177.5,741.5
459377,4,3.75,84.5,359.75
459627,7,1.4285714285714286,52.0,196.85714285714286
459900,6,2.8333333333333335,62.0,240.16666666666666
459968,3,5.666666666666667,99.0,434.6666666666667
460344,3,3.6666666666666665,75.0,332.3333333333333
460488,4,4.5,80.5,319.0
460516,7,2.5714285714285716,64.0,285.57142857142856
460521,5,2.0,77.6,300.4
460551,4,4.0,73.5,340.5
460682,6,2.3333333333333335,56.166666666666664,239.0
461132,5,3.6,80.0,319.4
461567,4,2.75,76.75,334.25
461764,5,4.8,88.6,377.8
461791,3,3.3333333333333335,65.0,287.0
462058,2,8.5,182.5,764.0
462076,4,4.0,110.5,451.75
462374,5,2.4,68.6,261.8
462530,1,11.0,364.0,1649.0
462973,5,2.6,67.6,316.6
462985,5,4.0,93.6,443.2
463056,6,1.8333333333333333,50.833333333333336,231.66666666666666
463173,5,3.2,69.4,284.2
463227,8,2.25,56.5,263.0
463633,6,1.0,52.666666666666664,223.16666666666666
463657,2,3.0,105.0,514.0
464088,4,2.75,76.0,286.75
464217,1,2.0,24.0,107.0
464269,5,4.4,88.4,343.6
464547,7,4.285714285714286,52.285714285714285,229.28571428571428
464622,3,2.6666666666666665,109.0,452.3333333333333
464641,4,4.5,88.75,396.25
464654,4,4.5,93.75,416.75
464802,5,2.4,68.2,303.4
464910,4,3.25,62.5,240.5
464971,3,3.6666666666666665,102.33333333333333,419.0
465096,5,3.6,68.4,269.2
465653,5,2.2,69.2,265.4
465723,5,3.0,72.6,283.4
465959,5,4.4,71.8,318.6
466034,5,6.0,76.2,319.0
466136,5,5.0,52.8,244.0
466154,4,3.5,63.5,266.25
466186,4,2.75,98.0,421.75
466340,5,4.0,70.0,285.0
466536,5,4.2,109.6,454.8
466675,3,6.666666666666667,117.66666666666667,500.6666666666667
466872,5,3.4,99.6,422.2
467163,6,3.6666666666666665,69.0,293.5
467442,5,3.2,59.4,238.4
467462,4,3.75,56.75,228.75
467644,4,4.5,91.75,369.5
467955,4,5.25,110.5,462.75
468447,4,5.0,90.75,337.25
468644,5,4.4,95.8,418.0
468995,3,5.666666666666667,94.66666666666667,404.0
469153,6,4.166666666666667,74.0,270.3333333333333
469368,4,4.0,86.75,341.75
469493,4,3.25,78.75,328.25
469521,3,6.0,133.33333333333334,539.3333333333334
469694,5,3.4,73.4,305.2
469736,1,19.0,244.0,1061.0
469751,1,8.0,157.0,673.0
469767,3,6.0,119.66666666666667,541.0
469776,6,3.6666666666666665,90.33333333333333,381.1666666666667
469842,4,2.5,39.25,156.75
469992,1,6.0,64.0,262.0
470249,5,1.8,61.4,228.8
470627,4,5.5,111.0,444.0
470723,4,2.75,75.5,329.5
470830,4,4.75,89.25,372.5
471184,6,3.0,44.833333333333336,202.66666666666666
471491,5,3.2,51.6,217.6
471906,7,3.0,50.42857142857143,196.57142857142858
472385,5,3.6,64.0,282.6
472927,4,4.75,90.0,390.0
473054,5,2.6,71.2,327.6
473361,4,3.0,65.5,287.75
473551,6,3.6666666666666665,68.83333333333333,261.0
473771,7,1.2857142857142858,53.0,210.28571428571428
474327,4,1.75,101.0,398.0
474579,5,2.0,73.6,333.2
475468,5,5.4,128.4,521.0
475475,7,4.142857142857143,56.42857142857143,248.0
475735,5,2.8,66.4,272.8
476013,4,4.75,92.0,332.75
476249,4,5.0,119.75,483.75
476573,5,3.0,53.8,199.2
476899,5,2.6,50.6,179.6
477043,5,3.8,68.2,287.0
477111,5,2.8,65.4,280.6
477516,4,3.0,86.25,383.75
477596,5,2.6,74.4,339.0
477986,4,5.75,85.25,358.25
478082,4,2.25,59.0,255.5
478090,5,3.0,62.2,239.2
478818,5,4.0,74.8,311.6
478851,5,6.4,120.2,470.0
478880,4,5.25,89.75,402.25
479359,5,3.4,70.2,283.4
479625,5,3.8,65.8,261.2
479677,5,5.2,100.0,435.6
480067,5,2.0,59.6,265.2
480130,3,6.333333333333333,83.66666666666667,337.0
480499,1,13.0,373.0,1506.0
480667,5,2.4,58.6,264.4
480922,7,2.5714285714285716,46.285714285714285,186.0
481045,4,4.5,73.5,303.25
481281,1,11.0,222.0,976.0
481557,4,5.25,83.25,334.25
481560,4,3.5,74.25,327.75
481652,5,1.8,58.6,269.2
481709,4,3.0,81.75,346.25
481860,4,6.75,99.0,404.5
481880,1,1.0,266.0,1169.0
481984,3,9.0,141.66666666666666,488.6666666666667
482048,4,5.0,110.75,484.5
482256,4,4.0,83.75,299.5
482287,4,2.75,61.5,247.25
482407,5,3.2,72.4,310.4
482413,5,4.4,71.4,295.6
482532,4,3.75,68.75,287.0
482603,5,3.4,72.6,297.6
482686,4,5.75,98.25,371.25
482819,4,4.25,109.0,437.75
482885,7,3.4285714285714284,64.42857142857143,266.85714285714283
483233,6,2.3333333333333335,56.666666666666664,252.83333333333334
483399,6,2.5,55.833333333333336,234.5
483461,4,5.5,117.25,519.0
483594,8,1.875,40.0,185.0
483612,5,3.2,50.8,200.2
483654,4,3.25,82.0,316.25
483676,3,4.0,98.33333333333333,400.0
483898,4,3.5,87.75,333.0
483949,4,6.0,95.5,375.25
484026,7,3.142857142857143,67.28571428571429,294.7142857142857
484044,3,6.666666666666667,108.66666666666667,452.3333333333333
484161,5,5.6,55.2,214.0
484246,1,11.0,299.0,1233.0
484288,5,2.8,74.6,295.6
484386,4,5.75,84.25,293.0
484479,4,3.5,72.75,313.5
484493,1,10.0,282.0,1243.0
484663,7,3.142857142857143,55.57142857142857,239.14285714285714
484715,5,2.8,70.8,315.8
484918,5,1.6,66.0,289.4
484940,4,3.25,89.75,381.0
485049,4,5.5,90.5,388.25
485655,4,4.25,87.25,316.25
486052,2,12.5,168.5,639.0
486326,4,2.25,76.0,332.5
486681,4,4.75,86.75,356.25
486727,5,3.4,73.8,336.4
487048,5,4.2,58.2,225.6
487073,5,4.6,73.0,301.6
487098,4,4.5,91.25,405.75
487121,6,2.8333333333333335,37.666666666666664,154.83333333333334
487283,6,3.5,69.83333333333333,307.8333333333333
487338,4,2.75,62.0,258.25
487377,6,2.6666666666666665,54.5,227.16666666666666
487924,4,4.75,101.0,389.5
488133,6,1.5,36.833333333333336,147.66666666666666
488207,1,13.0,230.0,895.0
488219,4,3.25,84.5,338.0
488246,4,4.25,88.0,387.5
488264,4,3.75,79.5,351.75
488388,4,5.5,91.0,328.75
488490,4,5.25,81.25,310.0
488721,5,4.6,106.0,450.6
489201,5,3.6,87.2,379.4
489759,4,4.75,110.0,437.75
489763,5,2.8,55.0,240.4
489857,5,5.2,85.6,325.6
490274,5,2.2,50.8,213.0
490710,5,3.2,67.4,279.2
490822,3,2.3333333333333335,58.0,253.66666666666666
490982,2,3.5,111.0,492.0
491044,4,4.5,71.75,324.25
491237,5,1.8,61.4,274.8
491487,4,4.75,87.5,380.5
491519,4,2.5,49.0,216.0
491578,4,5.0,115.5,475.75
491679,5,5.6,85.0,338.4
491698,3,3.6666666666666665,91.33333333333333,402.3333333333333
491733,4,2.75,77.0,297.75
491742,5,1.4,71.4,314.2
491823,5,3.4,85.4,355.8
491947,5,2.4,78.0,343.2
492022,5,2.8,56.6,218.8
492111,5,1.6,64.2,293.2
492113,1,19.0,322.0,1450.0
492360,4,4.0,87.25,341.5
492740,4,4.25,82.25,357.0
492979,4,3.75,81.75,381.25
493020,5,3.0,72.8,320.4
493167,5,4.2,83.4,369.4
493293,5,3.4,60.8,268.6
493371,5,3.2,72.6,308.4
494164,7,3.0,44.0,175.14285714285714
494224,2,9.0,119.0,509.0
494378,5,3.8,108.2,492.6
494614,4,5.0,73.75,326.75
494639,4,4.25,93.5,377.0
494739,7,3.142857142857143,66.57142857142857,271.0
494841,6,3.0,61.5,287.3333333333333
494906,5,4.0,115.2,470.2
494935,4,4.5,88.25,428.0
495068,5,2.0,80.6,369.4
495243,5,3.8,80.0,342.2
495254,1,5.0,332.0,1397.0
495532,4,4.25,90.0,353.25
495746,4,4.25,73.75,325.0
495844,5,3.6,53.2,247.4
495859,5,3.0,75.4,300.6
496088,6,3.0,64.5,258.5
496434,4,4.0,94.5,377.75
496858,5,4.2,71.2,287.4
496928,1,12.0,148.0,650.0
497082,5,2.8,64.0,276.4
497709,1,9.0,197.0,844.0
497916,5,4.6,74.6,317.6
498108,5,2.4,55.6,190.6
498179,4,3.5,83.5,335.25
498195,6,2.3333333333333335,64.33333333333333,269.8333333333333
498470,1,14.0,380.0,1531.0
498477,1,10.0,139.0,545.0
498663,3,3.3333333333333335,111.0,426.6666666666667
498880,3,4.0,70.0,278.3333333333333
498954,4,2.5,72.75,311.75
498969,3,5.0,124.0,548.6666666666666
499380,3,3.3333333333333335,51.666666666666664,221.0
499483,4,3.75,59.0,280.75
500492,4,4.75,83.5,325.75
500691,5,3.0,64.8,271.2
500948,4,3.25,78.75,350.5
501161,5,5.4,92.0,376.6
501218,1,17.0,419.0,1840.0
501459,6,3.5,65.16666666666667,273.3333333333333
501557,6,3.0,61.0,243.83333333333334
501876,4,6.0,88.0,362.25
502263,5,2.8,59.0,248.0
502380,5,2.6,73.2,306.2
502460,4,5.0,92.5,400.75
502711,2,4.5,132.0,571.0
502814,4,3.75,71.5,294.0
503106,4,4.0,81.5,341.75
503222,5,3.6,79.8,299.0
503407,4,5.0,84.0,347.0
503439,5,2.6,87.0,381.0
503523,4,2.25,60.75,278.0
503634,5,6.2,77.4,301.4
503814,3,5.0,127.0,605.3333333333334
504053,4,4.0,89.5,386.75
504101,5,2.6,77.8,364.2
504192,4,5.25,119.25,466.0
504313,4,2.5,65.75,263.0
504443,3,7.0,146.0,548.0
504656,5,2.0,49.2,202.4
504729,5,4.4,91.0,351.6
504902,7,2.2857142857142856,47.42857142857143,205.14285714285714
505053,4,3.25,76.75,350.25
505064,4,5.0,77.5,277.0
505321,5,3.0,56.6,264.0
505538,5,4.8,72.6,302.2
505711,3,2.0,93.66666666666667,363.6666666666667
505764,1,6.0,77.0,345.0
506052,2,11.5,164.5,610.5
506304,3,3.6666666666666665,57.0,246.0
506403,4,3.0,70.75,283.75
507175,4,4.25,100.5,449.5
507197,2,2.0,91.0,391.0
507349,8,1.875,41.75,183.75
507596,4,4.0,81.25,326.0
507926,4,6.0,89.0,325.25
508105,5,3.0,65.4,273.4
508121,5,3.4,51.4,219.8
508129,3,2.3333333333333335,56.666666666666664,228.0
508583,8,2.5,55.375,206.5
508658,1,14.0,219.0,926.0
508901,5,2.4,73.8,337.2
508915,5,2.6,72.2,319.0
509013,5,3.6,66.2,274.0
509301,5,1.4,44.4,211.8
509529,6,3.3333333333333335,58.166666666666664,236.66666666666666
509535,6,2.5,41.833333333333336,171.66666666666666
509700,5,2.8,73.6,313.8
510297,4,5.0,97.0,378.75
510549,4,5.25,121.0,488.0
511331,5,3.6,64.2,256.2
511340,7,3.2857142857142856,65.85714285714286,289.85714285714283
511486,4,5.5,90.25,355.0
511561,5,3.0,64.8,271.2
511564,7,2.4285714285714284,59.57142857142857,253.0
511819,5,2.8,53.4,235.4
511877,3,4.333333333333333,81.0,344.0
511900,4,3.25,70.5,298.75
512079,5,5.6,80.6,323.8
512080,3,3.6666666666666665,80.33333333333333,346.6666666666667
512114,4,5.25,89.0,340.75
513454,2,4.5,72.0,259.0
513489,5,5.6,119.4,510.2
513615,1,5.0,354.0,1429.0
513920,7,1.8571428571428572,49.285714285714285,202.85714285714286
513986,4,2.5,53.25,246.5
514176,1,5.0,154.0,599.0
514770,3,6.333333333333333,116.66666666666667,513.0
514777,5,4.0,83.0,359.8
515283,5,4.0,73.2,329.4
515308,3,4.333333333333333,101.33333333333333,432.3333333333333
515427,5,2.6,78.8,318.6
515895,5,4.4,87.2,355.6
516023,7,1.5714285714285714,60.857142857142854,258.85714285714283
516153,5,4.6,59.6,228.6
516491,5,3.4,63.4,278.6
516497,5,4.0,96.8,404.2
517050,4,3.75,60.0,274.5
517402,4,4.25,98.75,440.25
517446,3,3.6666666666666665,100.33333333333333,374.0
517456,3,3.3333333333333335,62.666666666666664,282.0
517530,5,1.8,83.2,329.0
517652,2,7.5,140.0,549.0
518504,4,4.0,86.25,359.25
518538,3,5.666666666666667,91.0,378.6666666666667
518616,4,5.25,101.75,426.75
518705,6,3.1666666666666665,71.5,305.6666666666667
518734,4,6.5,124.25,554.0
518815,6,2.6666666666666665,61.0,257.3333333333333
518852,5,4.6,89.0,375.2
519270,3,4.0,58.333333333333336,244.66666666666666
519307,1,12.0,292.0,1134.0
519398,5,3.6,72.2,312.2
519723,4,4.5,92.5,378.25
519762,5,3.4,64.2,270.0
520011,6,2.8333333333333335,63.833333333333336,284.6666666666667
520274,5,2.0,66.4,287.4
520388,4,3.25,43.5,194.75
520474,5,4.2,80.4,314.0
520556,7,2.4285714285714284,46.714285714285715,206.71428571428572
520764,5,5.2,92.2,364.6
520781,6,3.5,53.166666666666664,234.5
521027,3,2.0,128.66666666666666,461.3333333333333
521150,6,2.1666666666666665,62.833333333333336,261.1666666666667
521295,3,2.6666666666666665,76.33333333333333,338.6666666666667
521806,6,2.8333333333333335,62.666666666666664,264.8333333333333
521976,5,5.6,78.4,330.4
521981,4,3.5,86.0,328.0
522019,3,4.666666666666667,106.0,438.3333333333333
522069,6,3.3333333333333335,57.5,225.5
522146,4,4.5,122.25,484.0
522501,5,4.8,70.6,297.2
522686,4,3.75,100.0,413.5
523025,2,6.0,104.5,445.0
523090,5,3.2,91.2,373.4
523119,4,4.5,86.5,369.25
523299,4,4.0,69.0,284.25
523338,7,2.4285714285714284,59.142857142857146,235.71428571428572
523617,8,1.875,43.75,187.125
523657,4,4.5,84.0,347.75
524017,3,4.0,102.0,480.3333333333333
524381,4,4.5,91.75,368.5
524528,7,4.285714285714286,72.28571428571429,270.57142857142856
524565,4,3.5,43.25,156.25
524599,4,4.25,87.5,365.5
524906,5,2.8,49.4,211.8
525150,6,2.5,62.166666666666664,249.5
525177,7,3.0,72.42857142857143,298.2857142857143
525210,3,3.0,74.33333333333333,300.6666666666667
525411,6,4.166666666666667,66.33333333333333,309.5
525462,6,3.5,57.5,240.66666666666666
525628,5,2.6,61.0,248.0
525693,6,3.0,61.0,251.33333333333334
525748,4,5.0,106.75,397.5
